username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
FLUFFYT4E;2017-12-07 02:59;2;1;"misiaczek do tulenia xjksks pic.twitter.com/BhbRu5Ob2M";;;;"938679386135515137";https://twitter.com/FLUFFYT4E/status/938679386135515137;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:54;0;1;"mam nadzieje, że będziesz nadal rozwijał swoje umiejętności, że dostaniesz o wiele więcej linijek w piosenkach na które bardzo zasługujesz, że więcej osób doceni tak wspaniałą osobe jaką jesteś";;;;"937636100704743424";https://twitter.com/FLUFFYT4E/status/937636100704743424;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:52;0;0;"nie zapomnij sie cieplutko ubierać, dobrze? nie chcemy, żebyś sie przeziębił albo cie zawiało;(";;;;"937635753022062592";https://twitter.com/FLUFFYT4E/status/937635753022062592;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:51;0;0;"śmiej sie jak najwiecej!";;;;"937635516262047744";https://twitter.com/FLUFFYT4E/status/937635516262047744;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:51;0;0;"mam nadzieje, że będziesz miał dużo powodów do usmiechu";;;;"937635432417890304";https://twitter.com/FLUFFYT4E/status/937635432417890304;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:51;0;0;"pamiętaj, żeby dużo sie uśmiechać, bo twój uśmiech pomaga. jest jak światełko w tunelu";;;;"937635389115981825";https://twitter.com/FLUFFYT4E/status/937635389115981825;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:49;0;0;"wszystkiego najlepszego jin!! ♡ #WorldwideHandsomeDay";;;#WorldwideHandsomeDay;"937635080620724224";https://twitter.com/FLUFFYT4E/status/937635080620724224;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:03;0;0;"mam czkawke";;;;"937623315744780288";https://twitter.com/FLUFFYT4E/status/937623315744780288;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:01;0;0;"uczę brata rozpoznawać sehuna, ale on jest jakiś za tępy na to -.-";;;;"937622983081975808";https://twitter.com/FLUFFYT4E/status/937622983081975808;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 17:20;0;0;"jungshook jungshookiem, ale chce zauważyć, że ten chłopiec nawet tu wyglada przepięknie https:// twitter.com/kooklq/status/ 937444293626748928 …";;;;"937446490846482434";https://twitter.com/FLUFFYT4E/status/937446490846482434;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 14:59;1;1;"dziekuje !!!";;;;"937410923379208193";https://twitter.com/FLUFFYT4E/status/937410923379208193;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 12:24;0;0;"dziekuje jdksk";;;;"937371992961044485";https://twitter.com/FLUFFYT4E/status/937371992961044485;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 05:31;0;0;"czy to anioł odp: tak https:// twitter.com/taehyungpic/st atus/937199139468668928 …";;;;"937268039023816704";https://twitter.com/FLUFFYT4E/status/937268039023816704;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 05:11;0;0;"1111 *";;;;"937263126634024960";https://twitter.com/FLUFFYT4E/status/937263126634024960;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 05:11;0;0;"1111 n sie będzie dzisiaj dużo uśmiechać);";;;;"937263085630427136";https://twitter.com/FLUFFYT4E/status/937263085630427136;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-03 05:07;1;1;"@SOFTIEJIMINNIE szczęśliwych 100 dni!! ♡ pic.twitter.com/tHCGU5IWfL";;@SOFTIEJIMINNIE;;"937261930078752768";https://twitter.com/FLUFFYT4E/status/937261930078752768;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 19:09;2;5;"mom, i love him pic.twitter.com/tP4CNBS7L0";;;;"937111515932643328";https://twitter.com/FLUFFYT4E/status/937111515932643328;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 19:07;0;1;"kocham sehuna, niech sie moje słoneczko wyśpi;-(";;;;"937110929824722945";https://twitter.com/FLUFFYT4E/status/937110929824722945;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 18:54;0;0;"boze xdd popłacze sie ze śmiechu przez gabrysie";;;;"937107727779880961";https://twitter.com/FLUFFYT4E/status/937107727779880961;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 17:23;1;1;"2323 gabrysia przytuli hansola";;;;"937084898606796803";https://twitter.com/FLUFFYT4E/status/937084898606796803;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 13:17;0;0;"superX D? chodzi mi o bts???? wiec;-)";;;;"937022910056812544";https://twitter.com/FLUFFYT4E/status/937022910056812544;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 13:12;0;0;"a no to super ci powiem;-) https:// twitter.com/hansoliiee/sta tus/937020190029737985 …";;;;"937021689786961920";https://twitter.com/FLUFFYT4E/status/937021689786961920;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 10:45;0;0;"kocham sehunka";;;;"936984682431991808";https://twitter.com/FLUFFYT4E/status/936984682431991808;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:18;1;0;"nie mam pojęcia o czym mówił, ale to było piękne";;;;"936962862668447744";https://twitter.com/FLUFFYT4E/status/936962862668447744;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:18;1;0;"sehun tak pieknie mówił, chce jeszcze raz prosze";;;;"936962753536970752";https://twitter.com/FLUFFYT4E/status/936962753536970752;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:17;0;1;"weź ty;( https:// twitter.com/hansoliiee/sta tus/936962106129338368 …";;;;"936962537916194816";https://twitter.com/FLUFFYT4E/status/936962537916194816;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:16;0;0;"kocham cie sehun słyszysz";;;;"936962263650570240";https://twitter.com/FLUFFYT4E/status/936962263650570240;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:15;0;0;"kocham sehuna, dziekuje że pojawił sie w moim życiu";;;;"936962151188717568";https://twitter.com/FLUFFYT4E/status/936962151188717568;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:11;0;0;"jongin płacze moje serduszko:-(";;;;"936961080454238208";https://twitter.com/FLUFFYT4E/status/936961080454238208;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:09;0;0;"exo zasługują na wszystkie nagrody świata";;;;"936960557286125569";https://twitter.com/FLUFFYT4E/status/936960557286125569;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:09;0;0;"chce posłuchać jego głosu";;;;"936960464201895937";https://twitter.com/FLUFFYT4E/status/936960464201895937;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:09;0;0;"mam nadzieje, że dadzą cos powiedzieć sehunowi";;;;"936960419838808064";https://twitter.com/FLUFFYT4E/status/936960419838808064;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:08;0;0;"exo wygrało artist of the year";;;;"936960337873657856";https://twitter.com/FLUFFYT4E/status/936960337873657856;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:05;3;4;"to najpiekniejsze co dzisiaj zobaczyłam pic.twitter.com/LCDKygUgIg";;;;"936959567145074688";https://twitter.com/FLUFFYT4E/status/936959567145074688;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:04;0;0;"@jungkook kocham cie";;@jungkook;;"936959192811884544";https://twitter.com/FLUFFYT4E/status/936959192811884544;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:03;0;0;"i ma piękny uśmiech";;;;"936958925714403329";https://twitter.com/FLUFFYT4E/status/936958925714403329;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:02;0;2;"kurwa ale jungkook jest piękny";;;;"936958826737258496";https://twitter.com/FLUFFYT4E/status/936958826737258496;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 09:01;0;0;"spring day zasługiwało na tą nagrodę";;;;"936958620322934784";https://twitter.com/FLUFFYT4E/status/936958620322934784;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:49;0;0;"SEOKJIN AWWWHHH";;;;"936955553498173440";https://twitter.com/FLUFFYT4E/status/936955553498173440;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:49;0;0;"my tez was kochamy";;;;"936955512045875201";https://twitter.com/FLUFFYT4E/status/936955512045875201;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:49;0;0;"namjoon ma taki piękny głos że-";;;;"936955486670393344";https://twitter.com/FLUFFYT4E/status/936955486670393344;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:49;0;0;"namjoon jejku:-(";;;;"936955410300448768";https://twitter.com/FLUFFYT4E/status/936955410300448768;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:48;0;0;":-(";;;;"936955224765419521";https://twitter.com/FLUFFYT4E/status/936955224765419521;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:48;2;2;"kocham bts mam łzy w oczach";;;;"936955181052416000";https://twitter.com/FLUFFYT4E/status/936955181052416000;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:44;0;0;"jestem z niego dumna";;;;"936954144111366145";https://twitter.com/FLUFFYT4E/status/936954144111366145;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:44;0;0;"tak bardzo mocno";;;;"936954103351201795";https://twitter.com/FLUFFYT4E/status/936954103351201795;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:43;0;0;"kocham sehunka wiecie";;;;"936954072925687809";https://twitter.com/FLUFFYT4E/status/936954072925687809;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:42;0;0;"SZIMI SZIMI KOKOBAP";;;;"936953823008100353";https://twitter.com/FLUFFYT4E/status/936953823008100353;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:42;0;0;"czemu sehun jest taki .";;;;"936953729206620161";https://twitter.com/FLUFFYT4E/status/936953729206620161;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:41;3;0;"jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo jestem dumna z exo";;;;"936953505004351489";https://twitter.com/FLUFFYT4E/status/936953505004351489;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:40;0;0;"kurea macckdk sehun";;;;"936953148752711681";https://twitter.com/FLUFFYT4E/status/936953148752711681;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:39;0;0;"popłakałam sie przez sehuna";;;;"936952988039598080";https://twitter.com/FLUFFYT4E/status/936952988039598080;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:39;0;0;"kocham go mocno mocno mocno";;;;"936952887296577538";https://twitter.com/FLUFFYT4E/status/936952887296577538;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:38;0;0;"sehun jdjsjks";;;;"936952798452879360";https://twitter.com/FLUFFYT4E/status/936952798452879360;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:38;0;0;"głos baekhyuna to złoto";;;;"936952762407022592";https://twitter.com/FLUFFYT4E/status/936952762407022592;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:38;0;0;"O KUREW";;;;"936952641007112192";https://twitter.com/FLUFFYT4E/status/936952641007112192;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:37;0;0;"SEHUN MOJE SŁONECZKO";;;;"936952381845262336";https://twitter.com/FLUFFYT4E/status/936952381845262336;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:36;0;2;"zapraszam was na mój pogrzeb";;;;"936952184406794240";https://twitter.com/FLUFFYT4E/status/936952184406794240;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:36;0;0;"EXO TERAZ EXO";;;;"936952119340433409";https://twitter.com/FLUFFYT4E/status/936952119340433409;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:32;0;0;"papa bangtani;-(";;;;"936951316840099842";https://twitter.com/FLUFFYT4E/status/936951316840099842;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:31;0;0;"taehyung jest aniołem";;;;"936950844188217344";https://twitter.com/FLUFFYT4E/status/936950844188217344;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:27;0;0;"o nie nie nie spring day ja nie przeżyje";;;;"936950069244416000";https://twitter.com/FLUFFYT4E/status/936950069244416000;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:27;0;0;"jestem dumna z: bts";;;;"936949928584273920";https://twitter.com/FLUFFYT4E/status/936949928584273920;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:27;0;0;"mam gęsia skórkę";;;;"936949853032247296";https://twitter.com/FLUFFYT4E/status/936949853032247296;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:24;0;0;"aaa hobi";;;;"936949305386119168";https://twitter.com/FLUFFYT4E/status/936949305386119168;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:24;1;0;"taehyung jest uroczy";;;;"936949250684080136";https://twitter.com/FLUFFYT4E/status/936949250684080136;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:24;1;0;"taehyung wyglada tak cudownie jdksks";;;;"936949204152471553";https://twitter.com/FLUFFYT4E/status/936949204152471553;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:23;0;0;"jestem dumna z bts";;;;"936948930117595136";https://twitter.com/FLUFFYT4E/status/936948930117595136;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-02 08:23;0;0;"ale jimin sie pieknie uśmiechnął ja płacze";;;;"936948903777316864";https://twitter.com/FLUFFYT4E/status/936948903777316864;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
