username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
NahueBarrera;2017-12-07 03:20;0;0;"Me voy a dormir pensando en todo lo hermoso que me dijo más feliz imposible";;;;"938684557074812928";https://twitter.com/NahueBarrera/status/938684557074812928;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-07 00:36;0;1;"Ella es media loquita y me pega su locura";;;;"938643288894078976";https://twitter.com/NahueBarrera/status/938643288894078976;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 23:09;0;1;"Te extraño tanto Delfi";;;;"938621454001852418";https://twitter.com/NahueBarrera/status/938621454001852418;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 21:45;0;0;"Que ganas de una cerveza bien fría";;;;"938600445978775554";https://twitter.com/NahueBarrera/status/938600445978775554;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 20:41;0;0;"Vamosssss rojooooo LA PUTA QUE LO PARIOOOOO QUE FELIZ QUE ESTOY";;;;"938584290941693953";https://twitter.com/NahueBarrera/status/938584290941693953;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 16:57;0;1;"Me cagaste el día HDP jajajaja";;;;"938527784904937472";https://twitter.com/NahueBarrera/status/938527784904937472;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 09:45;0;0;"Esta noche papá esta noche vuelve el REYYYYY EL ÚNICO";;;;"938419183523713024";https://twitter.com/NahueBarrera/status/938419183523713024;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 01:30;0;1;"Me voy a dormir tan feliz";;;;"938294682446172160";https://twitter.com/NahueBarrera/status/938294682446172160;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-06 01:02;0;0;"Me tenés así eso pasa";;;;"938287540955688960";https://twitter.com/NahueBarrera/status/938287540955688960;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-05 14:13;0;3;"Te voy a elegir siempre a pesar de todo !";;;;"938124115877167105";https://twitter.com/NahueBarrera/status/938124115877167105;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-05 12:12;0;0;"Mi cabeza no te para de extrañar";;;;"938093621135446016";https://twitter.com/NahueBarrera/status/938093621135446016;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-04 20:56;0;0;"Al fin se va viendo que en Argentina hay buen trap, Hello cotto remix Duki ft Jonz Anonimus jujuuuuuu explota!";;;;"937863144290045953";https://twitter.com/NahueBarrera/status/937863144290045953;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
NahueBarrera;2017-12-04 12:49;1;0;"Que bronca me da que en ves de apoyarte te digan que no vas poder";;;;"937740654813372417";https://twitter.com/NahueBarrera/status/937740654813372417;Córdoba, Argentina;Córdoba, Argentina,Buenos Aires,Córdoba, Argentina
