username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
sylviaventura;2017-12-04 09:20;0;0;"Many Strategies Fail Because They’re Not Actually Strategies https:// hbr.org/2017/11/many-s trategies-fail-because-theyre-not-actually-strategies?utm_campaign=hbr&utm_source=twitter&utm_medium=social …";;;;"937688175060774913";https://twitter.com/sylviaventura/status/937688175060774913;;San Francisco,Alaska,
