username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
esincelikdemir;2017-11-29 03:12;0;0;"https:// twitter.com/canlilardunyas i/status/934859555795820545 …";;;;"935783526590541824";https://twitter.com/esincelikdemir/status/935783526590541824;;istanbul,None,
