username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
chonggongyong00;2017-12-03 12:48;7;0;"행복한 기억만 가지고 행복한 추억만 남길 #소중한가수_워너원 앞으로도 계속 꽃길만 걸자 우리원 사랑해";;;#;"937378060428500992";https://twitter.com/chonggongyong00/status/937378060428500992;;None,None,
