username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
DrKashf1;2017-12-03 13:07;0;1;"Roti aur tawa";;;;"937382752835526657";https://twitter.com/DrKashf1/status/937382752835526657;;Punjab, Pakistan,Pacific Time (US & Canada),Punjab, Pakistan
