username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
payymiller;2017-12-01 23:49;0;2;"i just lost a brain cell reading this https:// twitter.com/kozilekk/statu s/934625969146511361 …";;;;"936819624779300864";https://twitter.com/payymiller/status/936819624779300864;;Charlotte, NC,None,
