username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
daddy_loh;2017-11-27 20:39;2;13;"#NewProfilePic pic.twitter.com/4BG9qsqhxx";;;#NewProfilePic;"935322178198949888";https://twitter.com/daddy_loh/status/935322178198949888;;None,None,
