username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
animekiwameru;2017-12-03 13:05;92;95;"チノちゃんお誕生日おめでとう #香風智乃生誕祭 #香風智乃生誕祭2017 #チノちゃん生誕祭2017 #RTした人全員フォローする #ごちうさ難民はRT #12月4日はチノちゃんの誕生日 #ごちうさ pic.twitter.com/3V2wPNHG8J";;;# # # #RT # #12 #;"937382180686249986";https://twitter.com/animekiwameru/status/937382180686249986;;アニメ極めたい,None,
