username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
94sxhes;2017-11-28 10:04;0;0;"this is whack https:// twitter.com/1dbreakupdates /status/935503261938970624 …";;;;"935524878450507776";https://twitter.com/94sxhes/status/935524878450507776;;None,Arizona,
