username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
ChartonDorian;2017-11-28 13:39;0;0;"I have a chance to WIN the Thrustmaster T.16000M FCS FLIGHT PACK through @vredarrows http://www. virtualredarrows.com/win-thrustmast er-t-16000m-fcs-flight-pack/ … #flightsim #gaming";;@vredarrows;#flightsim #gaming;"935578826490253312";https://twitter.com/ChartonDorian/status/935578826490253312;;None,None,
