username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
LauraENog;2017-12-03 13:05;1;0;"IMPERDONABLE que no hayan pasado el gol de Pisculichi!!!!";;;;"937382220146323461";https://twitter.com/LauraENog/status/937382220146323461;;Capital Federal, Argentina,Buenos Aires,
