username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
stumphmilo;2017-12-07 05:26;0;1;"mon copain trop le best, j'crois qu'il sait que j'ai des gros problèmes de confiance en moi, il me rappel tous les jours que j'suis la meilleure";;;;"938716238850781184";https://twitter.com/stumphmilo/status/938716238850781184;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-07 03:25;0;0;"Phdrrrrrr";;;;"938685980198035456";https://twitter.com/stumphmilo/status/938685980198035456;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 17:52;1;1;"oh non j'suis trop triste là https:// twitter.com/benjaminrabier /status/938534665090199553 …";;;;"938541728533024769";https://twitter.com/stumphmilo/status/938541728533024769;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 17:50;0;0;"adl https:// twitter.com/The_Awadaza/st atus/938526762723692549 …";;;;"938541096707162113";https://twitter.com/stumphmilo/status/938541096707162113;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 17:29;0;1;"désolée";;;;"938535901105459200";https://twitter.com/stumphmilo/status/938535901105459200;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 17:27;0;1;"my heart just exploded https:// twitter.com/ribbonwrists/s tatus/936055535065026562 …";;;;"938535374254755847";https://twitter.com/stumphmilo/status/938535374254755847;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 17:21;0;3;"1 d'perdu, 6 secondes de retrouvés pic.twitter.com/Rb0DnDusNa";;;;"938533825289826304";https://twitter.com/stumphmilo/status/938533825289826304;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:58;0;1;"merci, du fond du coeur, je t'm";;;;"938528135624232966";https://twitter.com/stumphmilo/status/938528135624232966;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:47;0;2;"P!nk elle a sauvé ma semaine là";;;;"938525280959901696";https://twitter.com/stumphmilo/status/938525280959901696;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:44;0;0;"! https:// twitter.com/OrphanBlack/st atus/938523436514709506 …";;;;"938524460998635520";https://twitter.com/stumphmilo/status/938524460998635520;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:41;0;0;"ftg j'fais un mental breakdown";;;;"938523834935906304";https://twitter.com/stumphmilo/status/938523834935906304;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:41;0;0;"keske";;;;"938523790924972035";https://twitter.com/stumphmilo/status/938523790924972035;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:32;0;0;"jveux un roux claire putain est-ce que c'est COMPLIah oui askip";;;;"938521513887715330";https://twitter.com/stumphmilo/status/938521513887715330;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:27;0;1;"je m'en vais de ce pas faire ma liste au papa noël";;;;"938520315004583936";https://twitter.com/stumphmilo/status/938520315004583936;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:25;0;1;"trop envie de me faire ma couleur et de redevenir rousse";;;;"938519775541628928";https://twitter.com/stumphmilo/status/938519775541628928;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 16:03;0;0;"omg https:// twitter.com/bestoftmaslany /status/938513895102341121 …";;;;"938514200489545730";https://twitter.com/stumphmilo/status/938514200489545730;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 15:55;0;0;"Je suis donc dans l'ignorance";;;;"938512288331550720";https://twitter.com/stumphmilo/status/938512288331550720;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 15:55;0;0;"Hier, mon copain m'a fait découvrir que j'ai une cicatrice sous le menton... Mes parents et ne savent pas à quoi c'est dû";;;;"938512194421092353";https://twitter.com/stumphmilo/status/938512194421092353;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 15:10;0;0;"Oui je c....";;;;"938500816272490496";https://twitter.com/stumphmilo/status/938500816272490496;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 15:08;0;0;"Bah oui";;;;"938500396695412740";https://twitter.com/stumphmilo/status/938500396695412740;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 15:08;0;1;"pic.twitter.com/ggq0jF6hk3";;;;"938500332077936645";https://twitter.com/stumphmilo/status/938500332077936645;;fall out boy, emovalley,Athens,
stumphmilo;2017-12-06 15:03;0;2;"C'est la couleur qu'il me faut pk j'y arrive pas . https:// twitter.com/bellathorne/st atus/938472964244193280 …";;;;"938499106594607105";https://twitter.com/stumphmilo/status/938499106594607105;;fall out boy, emovalley,Athens,
