username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
drbrett99;2017-12-01 10:02;0;1;"Under 10k buy for now";;;;"936611584088203265";https://twitter.com/drbrett99/status/936611584088203265;;None,None,
