username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
zeasine_;2017-12-01 10:10;0;0;"#NewProfilePic pic.twitter.com/WTYZklhnMI";;;#NewProfilePic;"936613495851794433";https://twitter.com/zeasine_/status/936613495851794433;;None,None,
