username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
Sqor_Yas;2017-11-29 09:37;1;0;"مساج ورد جوري";;;;"935880378300162052";https://twitter.com/Sqor_Yas/status/935880378300162052;;None,None,
