username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
wannaonechongog;2017-12-03 12:52;5;0;"누가뭐래도워너원이최고니깐 #소중한가수_워너원 우리가수워너원사랑해";;;#;"937379002007744512";https://twitter.com/wannaonechongog/status/937379002007744512;;None,None,
