username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
MOEzilla_78;2017-12-07 01:20;0;0;"The stupidest shit keeps my ass awake";;;;"938654358497001473";https://twitter.com/MOEzilla_78/status/938654358497001473;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-06 23:15;0;0;"School tho";;;;"938622995748311040";https://twitter.com/MOEzilla_78/status/938622995748311040;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-06 22:44;0;3;"I was wondering why I hated this semester so much, then I realized I haven't been to bdubs since my broken hand";;;;"938615161442721792";https://twitter.com/MOEzilla_78/status/938615161442721792;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-06 16:02;0;1;"Got a million things to do, so naturally I work out instead of doing any of them";;;;"938514013222264832";https://twitter.com/MOEzilla_78/status/938514013222264832;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-06 11:20;0;0;"Who's grandpa is this https:// twitter.com/brentmusburger /status/938259482253058048 …";;;;"938442943047794688";https://twitter.com/MOEzilla_78/status/938442943047794688;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-05 17:23;0;2;"Sleep deprivation sucks";;;;"938172034550501381";https://twitter.com/MOEzilla_78/status/938172034550501381;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-04 23:26;0;0;"";;;;"937900897769750528";https://twitter.com/MOEzilla_78/status/937900897769750528;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-04 22:20;1;3;"Always being played smh";;;;"937884371025121281";https://twitter.com/MOEzilla_78/status/937884371025121281;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-04 10:32;4;5;"Anxiety sucks.";;;;"937706082012672000";https://twitter.com/MOEzilla_78/status/937706082012672000;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-04 03:48;0;1;"Sos need someone to keep my ass awake so I can finish this presentation";;;;"937604435747983360";https://twitter.com/MOEzilla_78/status/937604435747983360;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-04 01:59;0;2;"Bad mood and all nighters don't mix.";;;;"937577019025580032";https://twitter.com/MOEzilla_78/status/937577019025580032;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-04 00:41;1;4;"It's mental breakdown szn";;;;"937557549951410176";https://twitter.com/MOEzilla_78/status/937557549951410176;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 22:05;0;1;"Where's my credit at at? Suing your ass's for plagiarizing my words";;;;"937518223368638465";https://twitter.com/MOEzilla_78/status/937518223368638465;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 21:46;0;0;"Capstone got me drinking coffee at 10 pm at night";;;;"937513378742001666";https://twitter.com/MOEzilla_78/status/937513378742001666;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 14:28;0;8;"A paper that we've basically been writing for an entire semester is due tomorrow and I can't make myself focus to finish it.";;;;"937403095860072448";https://twitter.com/MOEzilla_78/status/937403095860072448;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:43;0;2;"Tbh I'm only talking shit on Twitter because I have a paper I don't wanna write";;;;"937391842299121666";https://twitter.com/MOEzilla_78/status/937391842299121666;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:41;0;1;"Yea that's fair, it's the best rivalry in sports so it's hard not to talk shit to each other. In all honesty I hope ya'll get better so that W we get every year looks better on our resume";;;;"937391436043112449";https://twitter.com/MOEzilla_78/status/937391436043112449;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:38;0;1;"TTUN fans are talking shit about OSU not getting into the playoffs when they haven't even been close";;;;"937390666589622272";https://twitter.com/MOEzilla_78/status/937390666589622272;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:36;0;1;"I mean, I'll take that W over PSU, Indiana, Wisconsin and in Ann Arbor with a Big Ten championship any day of the week";;;;"937390067374575616";https://twitter.com/MOEzilla_78/status/937390067374575616;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:30;0;0;"Fair point";;;;"937388529793019905";https://twitter.com/MOEzilla_78/status/937388529793019905;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:28;0;1;"Yea, they get the opportunity to play in the prestigious Bad Boy Mowers Gasparilla Bowl pic.twitter.com/87NCURDLSr";;;;"937387994440495110";https://twitter.com/MOEzilla_78/status/937387994440495110;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:13;0;0;"Maybe if their coach would put a shirt on, they could recruit a decent QB and not be trash pic.twitter.com/bLxh2MTmBb";;;;"937384283685228547";https://twitter.com/MOEzilla_78/status/937384283685228547;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-12-03 13:07;0;2;"Good luck in the Famous Idaho Potato Bowl or whatever irrelevant bullshit ya'll play in this year https:// twitter.com/barstooluofm/s tatus/937376174111641600 …";;;;"937382752831332353";https://twitter.com/MOEzilla_78/status/937382752831332353;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-11-30 23:29;0;0;"I have a really important paper due that I still need to do a bunch of work on but here I am, laying in bed instead";;;;"936452276780232705";https://twitter.com/MOEzilla_78/status/936452276780232705;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-11-29 13:32;0;3;"I shouldn't be allowed to make decisions without supervision";;;;"935939442161922050";https://twitter.com/MOEzilla_78/status/935939442161922050;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-11-29 09:32;0;0;"THE HYPE IS REAL https:// twitter.com/gma/status/935 862134344429568 …";;;;"935879255325593601";https://twitter.com/MOEzilla_78/status/935879255325593601;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-11-28 12:39;0;1;"Me internally while working on my capstone paper https:// twitter.com/tweetlikeagiri /status/935552635880509441 …";;;;"935563815911124992";https://twitter.com/MOEzilla_78/status/935563815911124992;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-11-27 23:41;2;4;"Stress is kicking my ass right now.";;;;"935368146676043776";https://twitter.com/MOEzilla_78/status/935368146676043776;Marietta, OH;O H I O,Atlantic Time (Canada),
MOEzilla_78;2017-11-27 15:12;0;2;""These rough drafts were REALLY rough" *final paper is due next monday*";;;;"935239928329498625";https://twitter.com/MOEzilla_78/status/935239928329498625;Marietta, OH;O H I O,Atlantic Time (Canada),
