username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
mmZvDOOF7suxqCX;2017-12-03 13:07;0;0;"مشكورين عل ىالاستضافه";;;;"937382748624441346";https://twitter.com/mmZvDOOF7suxqCX/status/937382748624441346;;None,None,
