username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
Alb010182;2017-12-03 10:41;30;14;"AcılarınÇifti AlEy";;;;"937345996216045569";https://twitter.com/Alb010182/status/937345996216045569;;None,None,
