username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
pills_bagtan;2017-12-03 13:14;0;1;"Será ese amor incondicional mutuo del que tanto anhelamos? Jin, nuestro rey, creces tan humilde, con tu risa que llena cada cuarto y tus besos voladores que llegan a cada espacio. Sos un hombre de apreciar, #WorldwideHandsomeDay , verdad? #HAPPYJINDAY pic.twitter.com/nx0vaFo84e";;;#WorldwideHandsomeDay #HAPPYJINDAY;"937384539894304773";https://twitter.com/pills_bagtan/status/937384539894304773;;Buenos Aires, Argentina,None,
