username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
Jeanrsg7;2017-11-28 07:57;0;0;"Amém https:// twitter.com/raphazarko/sta tus/935490986268151809 …";;;;"935492845242331136";https://twitter.com/Jeanrsg7/status/935492845242331136;;RJ,None,
