username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
FULLno;2017-12-06 13:13;0;0;"10問中、10問正解です！漢字を愛してやまない人です！ | #漢字好きにしか読めない ！ 特殊な難読漢字クイズ https://www. buzzfeed.com/jp/yuyayoshida /kanji-powerquiz?utm_term=.xbAPZXkq3#11387357&rid=353267545 …";;;# #11387357;"938471364511404032";https://twitter.com/FULLno/status/938471364511404032;;　,Tokyo,
