username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
cengiz53300;2017-12-03 13:23;4;2;"Sözleşmeli öğretmen olarak çocuklarımızla ara tatilde izleriz artık tabi o zamana kadar internete düşerse olmadı yaz tatiline kalır saygılar";;;;"937386757703847936";https://twitter.com/cengiz53300/status/937386757703847936;;None,None,
