username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
PodemosGrenoble;2017-11-30 08:29;7;7;"Del 7 al 13 vota en la #IIAsambleaExterior de @podemosexterior para elegir entre 2 candidaturas... https:// ac2-exterior.podemos.info/votacion/asamb lea-ciudadana-exterior/ … OH WAIT, No estás verificado en https:// participa.podemos.info/es !!!! Aquí @pnique explica cómo hay que hacer http:// youtu.be/JGcmil46V7g , y que la fuerza nos acompañe pic.twitter.com/gSlaHiNzx0";;@podemosexterior @pnique;#IIAsambleaExterior;"936225576066670592";https://twitter.com/PodemosGrenoble/status/936225576066670592;;Grenoble, Francia,None,Grenoble, France
