username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
m_leeeeee;2017-12-05 22:34;0;2;"Literally all the time!!! https:// twitter.com/marissalvv/sta tus/938241831950831616 …";;;;"938250376964435968";https://twitter.com/m_leeeeee/status/938250376964435968;;None,None,
