username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
aar0nfinn;2017-12-04 15:07;0;12;"Thanks @eBay , would've forgotten without you guys pic.twitter.com/unGU23cHEd";;@eBay;;"937775286673989634";https://twitter.com/aar0nfinn/status/937775286673989634;;ryn,Casablanca,
