username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
elafals5;2017-12-05 15:49;0;1;"بس بالعتمِة بتعرف مين نجومك. pic.twitter.com/5ndtvO78qJ";;;;"938148284878778369";https://twitter.com/elafals5/status/938148284878778369;;alhassa.,None,
elafals5;2017-12-02 10:01;2;0;"ربِ هي أُمي وجنتي، وهو أبي وحبيبي اللهمَّ لا تحني لهما ظهرًا ولا تعظم لهما أمرًا، يارب أسعدهم وأطل في أعمارهم وأبعد عنهما كل أذى";;;;"936973632680681472";https://twitter.com/elafals5/status/936973632680681472;;alhassa.,None,
elafals5;2017-11-29 01:03;0;1;"Proud of you @Hessabdullatef https:// twitter.com/hemmahkfu/stat us/935537497668497409 …";;@Hessabdullatef;;"935750954959491072";https://twitter.com/elafals5/status/935750954959491072;;alhassa.,None,
