username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
nurazawati99;2017-12-02 05:35;0;0;"Nak buat yang mana dulu ni";;;;"936906684613607424";https://twitter.com/nurazawati99/status/936906684613607424;;.,None,
