username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
mariepin9u;2017-12-03 13:05;17;23;"次回の Love music にTAKAHIRO 楽しみ pic.twitter.com/HltygMkwVH";;;;"937382199166242816";https://twitter.com/mariepin9u/status/937382199166242816;;None,Hawaii,
