username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
kiyoon4093;2017-11-30 05:17;0;0;"http:// m.entertain.naver.com/ranking/read?o id=047&aid=0002170177&rankingType=memo&rankingDate=20171129&lfrom=twitter …";;;;"936177367243825152";https://twitter.com/kiyoon4093/status/936177367243825152;;None,None,
